EXPOCODE 33RO20071215 WHP-ID P18 CRUISE DATES 20071217 TO 20080216 20160216SIOCCHCBG                                                                                                                                                                                                  *
  STNNBR  CASTNO  SAMPNO  BTLNBR  CTDPRS  CTDTMP  CTDSAL  CTDOXY  SALNTY  OXYGEN  SILCAT  NITRAT  NITRIT  PHSPHT  CFC-11  CFC-12     SF6    CCL4  CHLORA     DOC  TRITUM  TRITER  HELIUM  HELIER  DELHE3  DELHER  DELC13  TCARBN  ALKALI    FCO2  PH_SWS  PH_TMP                 QUALT1
                                    DBAR  ITS-90  PSS-78 UMOL/KG  PSS-78 UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG PMOL/KG PMOL/KG FMOL/KG PMOL/KG   UG/KG UMOL/KG      TU      TU NMOL/KG NMOL/KG  PERCNT  PERCNT  /MILLE UMOL/KG UMOL/KG    UATM           DEG C                      *
                         *******                         ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* *******         *******         *******         ******* ******* ******* ******* *******                              *
     113       1      10   12032  2067.4  2.1829 34.6390   157.4 34.6391   156.6  103.90   35.10   -9.00    2.45  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2284.9  2376.6  1180.3  7.5741   25.00 2222222299999999992222
     113       1       9   12002  2267.0  1.9955 34.6673   162.0 34.6668   162.0  108.90   34.50   -9.00    2.39  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999999999999
     113       1       8   12021  2467.2  1.8689 34.6827   164.6 34.6826   165.2  113.40   34.30   -9.00    2.38  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2287.7  2389.4    -9.0  7.5794   25.00 2222222299999999992292
     113       1       7   12001  2667.8  1.8149 34.6874   166.0 34.6870   166.6  115.50   34.20   -9.00    2.37  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999999999999
     113       1       6   12033  2867.1  1.7803 34.6904   168.0 34.6916   168.2  116.80   34.10   -9.00    2.36  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2287.9  2379.6  1122.2  7.5853   25.00 2222222299999999992222
     113       1       5   12008  3083.2  1.7275 34.6968   171.5 34.6970   172.2  116.70   33.90   -9.00    2.35  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999999999999
     113       1       4   12009  3333.8  1.5965 34.7022   176.8 34.7013   177.1  118.80   33.60   -9.00    2.32  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2283.5  2378.4    -9.0  7.5947   25.00 2222666299999999992292
     113       1       3   12006  3582.5  1.3346 34.7064   185.2 34.7066   185.4  123.70   33.40   -9.00    2.30  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222666299999999999999
     113       1       2   12007  3833.5  1.2045 34.7086   190.5 34.7097   190.8  126.30   33.20   -9.00    2.29  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2279.6  2377.4    -9.0  7.6063   25.00 2222666299999999992292
     113       1       1   12035  4030.3  1.2109 34.7086   191.1 34.7107   190.5  126.60   33.40    0.01    2.29  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2280.5  2380.5  1064.2  7.6248   25.00 2222222299999999996222
     114       1      36   12017     5.1 20.2707 34.1486   232.2 34.1483   231.7   -9.00    4.50    0.11    0.39  -9.000  -9.000 -9.0000  -9.000   -9.00   61.00  -9.000  -9.000  1.7505  0.0004   -0.84    0.18    -9.0  2029.0  2298.9    -9.0  7.9475   25.00 2222222299999292296492
     114       1      35   12029     9.4 20.2685 34.1484   232.3 34.1496   231.8    0.10    4.50    0.11    0.39   2.313   1.406  1.2901  -9.000   -9.00   61.40  -9.000  -9.000  1.7393  0.0002   -1.60    0.19     1.8  2029.6  2299.1    -9.0  7.8935   25.00 2222222222299292222492
     114       1      34   12049    20.1 20.2148 34.1484   233.2 34.1506   233.3    0.10    4.50    0.11    0.39  -9.000  -9.000 -9.0000  -9.000   -9.00   61.40  -9.000  -9.000  1.7268  0.0003   -1.60    0.18    -9.0  2028.7  2302.2    -9.0  7.9447   25.00 2222222299999292292492
     114       1      33   12027    42.2 15.6665 34.1298   270.4 34.1399   269.7    0.30    4.40    0.05    0.39   2.998   1.747  1.3634  -9.000   -9.00   61.40  -9.000  -9.000  1.7905  0.0004   -1.50    0.18    -9.0  2035.2  2295.6    -9.0  7.9278   25.00 2222222222299292292492
     114       1      32   12023    66.8 14.3580 34.2771   272.4 34.2681   266.7    0.20    3.40    0.08    0.33  -9.000  -9.000 -9.0000  -9.000   -9.00   59.80  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2038.6  2300.5    -9.0  7.9207   25.00 2222222299999299992492
     114       1      31   12037    92.2 13.1727 34.1863   264.1 34.1875   262.9    0.40    5.60    0.15    0.46   3.170   1.844  1.4956  -9.000   -9.00   57.80  -9.000  -9.000 -0.0003 -9.0000  -17.13    4.67    -9.0  2047.6  2410.5    -9.0  7.8974   25.00 2222222222299295492492
     114       1      30   12036   116.7 12.4297 34.1382   264.1 34.1364   265.0    0.60    7.40    0.21    0.58  -9.000  -9.000 -9.0000  -9.000   -9.00   54.40  -9.000  -9.000  1.8233  0.0003   -1.48    0.19    -9.0  2056.3  2294.5    -9.0  7.8773   25.00 2222222299999292292492
     114       1      29   12044   142.6 11.4530 34.1505   256.9 34.1502   256.4    0.70    9.40    0.60    0.73   3.437   1.971  1.6198  -9.000   -9.00   52.60  -9.000  -9.000  1.8052  0.0005   -1.62    0.18    -9.0  2070.3  2293.8    -9.0  7.8336   25.00 2222222222299292292492
     114       1      28   12057   166.9 10.6866 34.1744   253.2 34.1869   250.0    0.90   12.00    0.32    0.86  -9.000  -9.000 -9.0000  -9.000   -9.00   49.20  -9.000  -9.000  1.7922  0.0005   -1.06    0.17    -9.0  2083.8  2296.5    -9.0  7.8176   25.00 2222222299999292292492
     114       1      27   12026   192.4 10.3835 34.2421   242.2 34.2304   243.1    1.30   13.80    0.03    0.95   3.635   2.038  1.4247  -9.000   -9.00   48.10  -9.000  -9.000  1.8151  0.0004   -1.55    0.18    -9.0  2095.6  2282.3    -9.0  7.8047   25.00 2222222222299292292292
     114       1      26   12030   232.9  8.8294 34.2457   238.9 34.2470   239.5    2.40   17.70    0.01    1.19  -9.000  -9.000 -9.0000  -9.000   -9.00   46.80  -9.000  -9.000  1.8515  0.0024   -1.54    0.17    -9.0  2114.1  2296.8    -9.0  7.7600   25.00 2222222299999292292492
     114       1      25   12024   283.1  7.8277 34.2781   237.6 34.2777   238.7    3.90   20.50   -9.00    1.36   3.948   2.076  1.1038  -9.000   -9.00   45.70  -9.000  -9.000  1.8292  0.0006   -1.01    0.18    -9.0  2129.6  2299.6    -9.0  7.7245   25.00 2222222266699292292492
     114       1      24   12019   332.9  7.0947 34.2896   243.1 34.2878   242.1    5.20   22.00   -9.00    1.45  -9.000  -9.000 -9.0000  -9.000   -9.00   43.90  -9.000  -9.000  1.8411  0.0004   -0.89    0.18    -9.0  2135.5  2300.6    -9.0  7.7172   25.00 2222222299999292292492
     114       1      23   12022   382.6  6.8580 34.3156   246.2 34.3156   245.7    6.20   22.30   -9.00    1.47   3.939   2.021  1.0258  -9.000   -9.00   42.40  -9.000  -9.000  1.8170  0.0004   -0.56    0.18    -9.0  2137.4  2400.2    -9.0  7.7175   25.00 2222222222299292292492
     114       1      22   12015   466.7  6.3795 34.3107   251.7 34.3110   252.2    7.60   23.10   -9.00    1.53  -9.000  -9.000 -9.0000  -9.000   -9.00   41.80  -9.000  -9.000  1.7895  0.0003   -0.58    0.18    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999292299999
     114       1      21   12020   566.8  6.0475 34.2958   251.3 34.2958   251.2    8.70   23.90   -9.00    1.59   3.582   1.783  0.8298  -9.000   -9.00   41.00  -9.000  -9.000  1.8169  0.0003    0.26    0.19    -9.0  2141.3  2303.8    -9.0  7.7201   25.00 2222222222299292292492
     114       1      20   12055   666.5  5.7372 34.2803   249.0 34.2803   247.7   10.40   25.00   -9.00    1.66  -9.000  -9.000 -9.0000  -9.000   -9.00   40.30  -9.000  -9.000  1.9027  0.0005   -0.13    0.19    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999294499999
     114       1      19   12018   767.1  5.2762 34.2663   237.8 34.2664   237.6   13.90   26.90   -9.00    1.80  -9.000  -9.000 -9.0000  -9.000   -9.00   39.70  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2153.6  2307.1    -9.0  7.6860   25.00 2222222299999299992492
     114       1      18   12025   866.6  4.8378 34.2719   221.3 34.2710   222.0   19.60   29.10   -9.00    1.97  -9.000  -9.000 -9.0000  -9.000   -9.00   39.70  -9.000  -9.000  1.8050  0.0003    1.49    0.19    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999292299999
     114       1      17   12016   966.5  4.3827 34.2899   205.4 34.2898   204.2   28.20   31.40   -9.00    2.15   0.820   0.428  0.1751  -9.000   -9.00   39.60  -9.000  -9.000  1.8609  0.0005    2.58    0.19    -9.0  2187.9  2316.9    -9.0  7.6598   25.00 2222222222299292292492
     114       1      16   12051  1067.9  3.9523 34.3273   187.5 34.3257   186.5   37.80   33.40   -9.00    2.30  -9.000  -9.000 -9.0000  -9.000   -9.00   39.60  -9.000  -9.000  1.8091  0.0005    3.94    0.20    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999292299999
     114       1      15   12014  1168.1  3.5721 34.3875   163.9 34.3871   162.6   52.30   35.60   -9.00    2.48   0.100   0.057  0.0546  -9.000   -9.00   38.60  -9.000  -9.000  1.8390  0.0004    7.16    0.18    -9.0  2234.5  2328.9    -9.0  7.5616   25.00 2222222222299292292492
     114       1      14   12013  1333.2  3.2525 34.4759   136.9 34.4725   136.2   71.40   37.50   -9.00    2.65  -9.000  -9.000 -9.0000  -9.000   -9.00   38.00  -9.000  -9.000 -9.0000 -9.0000   12.07    0.23    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999399299999
     114       1      13   12012  1533.1  2.9161 34.5436   131.5 34.5427   131.3   88.00   37.60   -9.00    2.66   0.014   0.007 -9.0000  -9.000   -9.00   37.80  -9.000  -9.000  1.9049  0.0004   17.53    0.21    -9.0  2285.5  2385.0    -9.0  7.5237   25.00 2222222222299292296492
     114       1      12   12031  1733.1  2.5788 34.5835   142.9 34.5822   143.3   95.30   36.60   -9.00    2.57  -9.000  -9.000 -9.0000  -9.000   -9.00   37.70  -9.000  -9.000  4.5406  0.0085    9.27    0.26    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999294499999
     114       1      11   12003  1933.4  2.3280 34.6172   148.3 34.6163   147.9  102.50   35.90   -9.00    2.52   0.009   0.005 -9.0000  -9.000   -9.00   37.90  -9.000  -9.000  1.9034  0.0003   21.34    0.21    -9.0  2287.8    -9.0    -9.0  7.5435   25.00 2222222222299292292592
     114       1      10   12032  2132.7  2.1044 34.6521   158.6 34.6503   159.2  106.20   34.90   -9.00    2.43  -9.000  -9.000 -9.0000  -9.000   -9.00   36.90  -9.000  -9.000  1.8993  0.0005   23.42    0.21    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999292299999
     114       1       9   12002  2333.2  1.9570 34.6722   161.7 34.6714   162.3  111.20   34.60   -9.00    2.40   0.008   0.006 -9.0000   0.027   -9.00   38.10  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2286.5  2404.1    -9.0  7.5770   25.00 2222222222239299992492
     114       1       8   12021  2532.8  1.8611 34.6837   164.8 34.6855   187.8  114.30   34.40   -9.00    2.39  -9.000  -9.000 -9.0000  -9.000   -9.00   38.30  -9.000  -9.000  1.9327  0.0008   30.02    0.22    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2223222299999292299999
     114       1       7   12001  2733.5  1.8141 34.6875   166.5 34.6870   166.4  116.30   34.40   -9.00    2.38   0.005   0.003 -9.0000   0.019   -9.00   38.20  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2287.7  2401.8    -9.0  7.5919   25.00 2222222222239299992492
     114       1       6   12033  2932.7  1.7840 34.6924   168.8 34.6907   169.1  116.40   34.20   -9.00    2.37  -9.000  -9.000 -9.0000  -9.000   -9.00   37.60  -9.000  -9.000  1.9047  0.0004   23.34    0.20    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999292299999
     114       1       5   12008  3166.6  1.7190 34.6985   172.1 34.6971   173.2  116.80   33.90   -9.00    2.34   0.007   0.004 -9.0000   0.017   -9.00   39.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2283.7  2396.2    -9.0  7.5946   25.00 2222222222239299992492
     114       1       4   12009  3417.2  1.5079 34.7043   179.9 34.7036   180.6  120.50   33.60   -9.00    2.32  -9.000  -9.000 -9.0000  -9.000   -9.00   38.20  -9.000  -9.000  1.8948  0.0013   17.00    0.21    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222666299999292299999
     114       1       3   12006  3666.0  1.3011 34.7073   187.3 34.7063   187.7  124.50   33.40   -9.00    2.30   0.017   0.010 -9.0000   0.019   -9.00   37.50  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2278.9  2386.1    -9.0  7.6030   25.00 2222666222239299992292
     114       1       2   12007  3915.7  1.2063 34.7087   191.6 34.7094   191.1  126.60   33.30   -9.00    2.29  -9.000  -9.000 -9.0000  -9.000   -9.00   38.30  -9.000  -9.000  1.9106  0.0004   13.08    0.20    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222666299999292299999
     114       1       1   12035  3972.8  1.2036 34.7087   191.9 34.7113   191.6  126.90   33.30    0.01    2.29   0.004   0.003 -9.0000   0.014   -9.00   39.00  -9.000  -9.000  1.9598  0.0003   12.67    0.20    -9.0  2279.0    -9.0    -9.0  7.5932   25.00 2222222222239292296592
     115       1      36   12017     5.4 20.1445 34.1110   231.9 34.1120   231.8   -9.00    4.90    0.13    0.40   2.382   1.447  1.2648  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2027.0  2292.4   422.4  7.9433   25.00 2222222244499999996222
     115       1      35   12029     9.1 20.1387 34.1125   232.0 34.1111   231.7   -9.00    4.90    0.13    0.41  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2026.2  2283.6    -9.0  7.9812   25.00 2222222299999999992292
     115       1      34   12049    24.8 20.0785 34.1210   233.9 34.1253   234.2   -9.00    4.90    0.12    0.41   2.345   1.414  1.3274  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2027.9  2283.4   424.5  7.9412   25.00 2222222222299999992222
     115       1      33   12027    49.3 14.0255 34.0802   280.2 34.0856   280.0    0.30    6.80    0.08    0.52   3.248   1.881  1.4720  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2041.8  2284.7    -9.0  7.9074   25.00 2222222222299999992292
     115       1      32   12023    75.0 12.4813 34.1079   274.2 34.1147   270.7    0.40    7.60    0.18    0.58   3.283   1.903  1.5187  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2051.9  2266.3   490.4  7.8745   25.00 2222222222299999992222
     115       1      31   12037    99.7 11.8092 34.1231   268.1 34.1217   264.1    0.50    8.90    0.35    0.67   3.401   1.954  1.6166  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2062.2    -9.0   521.6  7.8664   25.00 2222222222299999992522
     115       1      30   12036   125.1 11.0924 34.1432   258.6 34.1437   258.6    0.70   10.30    0.54    0.78  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2073.3    -9.0   556.6  7.8566   25.00 2222222255599999992522
     115       1      29   12044   149.1 10.4607 34.1771   251.8 34.1815   249.5    1.10   13.10    0.24    0.91   3.599   2.026  1.4434  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2087.8    -9.0   605.7  7.8125   25.00 2222222222299999992522
     115       1      28   12057   174.1  9.6213 34.1874   248.9 34.1888   248.1    1.40   15.20    0.03    1.02  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2098.1  2265.6   640.2  7.7879   25.00 2222222299999999992222
     115       1      27   12026   200.4  9.0537 34.2220   244.5 34.2225   244.1    1.90   16.80    0.01    1.12   3.825   2.108  1.3109  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2108.4  2264.2    -9.0  7.7837   25.00 2222222222299999992292
     115       1      26   12030   249.4  7.8033 34.2567   242.0 34.2525   241.7    3.40   20.10    0.01    1.32  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2124.9  2268.7   740.9  7.7330   25.00 2222222299999999992222
     115       1      25   12024   300.5  7.2183 34.2891   242.0 34.2903   241.7    5.00   21.80   -9.00    1.44   3.954   2.057  1.0795  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2134.3  2296.0    -9.0  7.7158   25.00 2222222222299999992492
     115       1      24   12019   349.0  6.8184 34.3114   245.1 34.3107   244.5    6.10   22.40   -9.00    1.48  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2138.0    -9.0   781.6  7.7179   25.00 2222222299999999992522
     115       1      23   12022   399.9  6.6346 34.3245   245.9 34.3257   245.1    7.00   23.00   -9.00    1.52   3.741   1.895  0.9173  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222222299999999999
     115       1      22   12015   498.7  6.2647 34.3120   249.4 34.3121   248.6    8.10   23.60   -9.00    1.55  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2140.9  2275.6   782.5  7.7147   25.00 2222222299999999992222
     115       1      21   12020   600.3  5.9223 34.2925   249.4 34.2918   249.2    9.50   24.40   -9.00    1.62   3.261   1.625  0.6615  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222222299999999999
     115       1      20   12055   699.2  5.5708 34.2753   244.7 34.2757   243.9   11.60   25.60   -9.00    1.71  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2148.6  2276.6   816.9  7.6979   25.00 2222222299999999992222
     115       1      19   12018   800.1  5.0915 34.2648   231.6 34.2650   231.9   16.20   27.80   -9.00    1.86   2.168   1.081  0.3460  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222222299999999999
     115       1      18   12025   899.3  4.5986 34.2800   213.9 34.2798   214.4   23.50   30.00   -9.00    2.04  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2178.3  2287.4   953.2  7.6367   25.00 2222222299999999992222
     115       1      17   12016   999.4  4.1377 34.3101   195.3 34.3103   195.1   33.20   32.40   -9.00    2.21   0.558   0.297  0.0550  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222222299999999999
     115       1      16   12051  1098.4  3.7434 34.3530   177.4 34.3526   177.0   43.80   34.20   -9.00    2.37  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2217.9  2326.3  1132.3  7.5853   25.00 2222222299999999992462
     115       1      15   12014  1200.4  3.4755 34.4101   155.1 34.4106   154.4   57.10   36.20   -9.00    2.52   0.059   0.036 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222222299999999999
     115       1      14   12013  1399.3  3.1290 34.5081   131.0 34.5084   130.4   79.40   37.70   -9.00    2.67  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2275.5  2362.3  1334.3  7.5161   25.00 2222222299999999996422
     115       1      13   12012  1599.6  2.7815 34.5605   135.4 34.5600   137.9   91.20   37.10   -9.00    2.62   0.014   0.009 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2223222244299999999999
     115       1      12   12031  1801.1  2.4893 34.5956   144.3 34.5952   144.6   97.90   36.30   -9.00    2.55  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2285.7  2361.5  1251.6  7.5473   25.00 2222222299999999992222
     115       1      11   12003  1999.7  2.2461 34.6285   151.2 34.6274   151.2  104.40   35.50   -9.00    2.49  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999999999999
     115       1      10   12032  2200.2  2.0663 34.6584   161.1 34.6577   160.1  106.90   34.60   -9.00    2.42  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2283.4  2371.3  1173.3  7.5810   25.00 2222222299999999992222
     115       1       9   12002  2399.7  1.9222 34.6782   164.3 34.6783   164.3  111.50   34.30   -9.00    2.39  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999999999999
     115       1       8   12021  2599.5  1.8332 34.6863   165.9 34.6854   166.0  115.00   34.20   -9.00    2.37  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2287.2  2380.9  1143.0  7.5826   25.00 2222222299999999992222
     115       1       7   12001  2799.6  1.7880 34.6890   167.5 34.6889   167.5  116.90   34.20   -9.00    2.38  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999999999999
     115       1       6   12033  3000.1  1.7554 34.6938   170.2 34.6925   169.8  116.90   34.10   -9.00    2.37  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2285.9  2381.1  1116.7  7.6003   25.00 2222222299999999992222
     115       1       5   12008  3249.0  1.6711 34.6979   173.6 34.6977   173.5  118.40   33.90   -9.00    2.34  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222222299999999999999
     115       1       4   12009  3499.7  1.4956 34.7039   180.7 34.7023   180.6  120.60   33.60   -9.00    2.33  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2280.0  2381.7    -9.0  7.6021   25.00 2222666299999999992292
     115       1       3   12006  3750.0  1.2422 34.7084   189.5 34.7076   189.5  125.30   33.30   -9.00    2.30  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 2222666299999999999999
     115       1       2   12007  3999.3  1.1463 34.7096   193.8 34.7083   193.6  127.40   33.10   -9.00    2.28  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2275.6  2382.3    -9.0  7.6110   25.00 2222666299999999992292
     115       1       1   12035  4191.4  1.1625 34.7097   193.9 34.7074   192.8  127.70   33.30    0.01    2.29  -9.000  -9.000 -9.0000  -9.000   -9.00   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2276.3    -9.0  1058.9  7.6095   25.00 2222222299999999996922
     116       1      36   12017     5.2 19.7910 34.0249   234.2 34.0250   234.9   -9.00    5.60    0.15    0.44  -9.000  -9.000 -9.0000  -9.000    0.05   59.30  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2027.1  2264.5    -9.0  7.9326   25.00 2222222299992299996292
     116       1      35   12029    15.5 19.5396 34.0435   234.3 34.0432   235.8    0.10    5.60    0.14    0.45  -0.001  -0.001 -9.0000  -9.000    0.06   58.20  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00     1.3  2028.4    -9.0    -9.0  7.9331   25.00 2222222244292299942592
     116       1      34   12049    33.0 16.7491 34.0853   264.6 34.0947   262.9    0.20    5.20    0.07    0.41  -9.000  -9.000 -9.0000  -9.000    0.08   59.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2032.7  2267.0    -9.0  7.9334   25.00 2222222299992299992292
     116       1      33   12027    58.3 13.4946 34.0800   277.9 34.0820   277.3    0.20    6.20    0.09    0.49   3.190   1.856  1.4635  -9.000    0.12   56.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2041.2  2266.8    -9.0  7.9152   25.00 2222222244492299992292
     116       1      32   12023    82.6 12.7303 34.0871   275.2 34.0879   272.5    0.30    7.10    0.14    0.54  -9.000  -9.000 -9.0000  -9.000    0.18   55.30  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2050.3  2265.4    -9.0  7.9231   25.00 2222222299992299992292
     116       1      31   12037   108.3 11.7949 34.0721   265.9 34.0708   264.4    0.50    9.50    0.34    0.73   3.408   1.969  1.5324  -9.000    0.16   51.20  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0  2065.5  2264.3    -9.0  7.8636   25.00 2222222266692299992292
