EXPOCODE 320620140320 WHP-ID P16S CRUISE DATES 20140326 TO 20140504 20160323SIOCCHCBG                                                                                                                                                        *
  STNNBR  CASTNO  SAMPNO  BTLNBR  CTDPRS  CTDTMP  CTDSAL  CTDOXY  SALNTY  OXYGEN  SILCAT  NITRAT  NITRIT  PHSPHT  CFC-11  CFC-12     SF6     DOC  TRITUM  HELIUM  DELHE3  DELC14  DELC13  TCARBN  ALKALI  PH_TOT  PH_TMP                QUALT1
                                    DBAR  ITS-90  PSS-78 UMOL/KG  PSS-78 UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG PMOL/KG PMOL/KG FMOL/KG UMOL/KG      TU NMOL/KG  PERCNT  /MILLE  /MILLE UMOL/KG UMOL/KG           DEG C                     *
                         *******                 ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* *******                             *
      75       1      22      22   700.6  5.9807 34.3177   226.6 34.3181   226.9   12.42   25.44   -9.00    1.75   2.262   1.084  0.6100   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2155.9  2279.8  7.7572   20.00 222222222222999999222
      75       1      21      21   800.3  5.2393 34.3150   206.9 34.3145   208.6   21.02   28.66   -9.00    1.97   1.214   0.574  0.0400   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2174.9  2285.6  7.7179   20.00 222222222222999999222
      75       1      20      20   897.5  4.6370 34.3427   192.2 34.3426   190.7   32.56   31.16   -9.00    2.15  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2197.9  2296.7  7.6825   20.00 222222222999999999222
      75       1      19      19  1000.2  4.1057 34.3782   180.5 34.3783   179.0   43.70   32.84   -9.00    2.27   0.310   0.165 -0.0100   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2216.8  2308.5  7.6590   20.00 222222222222999999222
      75       1      18      18  1101.1  3.7197 34.4233   169.0 34.4238   168.2   55.53   33.97   -9.00    2.36   0.142   0.051  0.0100   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2234.0  2320.4  7.6413   20.00 222222222222999999222
      75       1      17      17  1200.2  3.3600 34.4656   164.4 34.4646   163.3   66.08   34.47   -9.00    2.40   0.075   0.026  0.0400   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2247.6  2332.0  7.6352   20.00 222222222222999999222
      75       1      16      16  1299.6  3.0810 34.5016   161.4 34.5010   160.5   75.66   34.75   -9.00    2.42  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2257.7  2342.4  7.6337   20.00 222222222999999999622
      75       1      15      15  1397.2  2.7979 34.5402   157.8 34.5397   158.1   86.22   34.96   -9.00    2.42   0.016   0.002 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2269.3  2354.8  7.6320   20.00 222222222222999999222
      75       1      14      14  1498.9  2.6438 34.5616   156.0 34.5618   156.1   92.47   35.08   -9.00    2.46   0.009   0.001 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2275.7  2362.5  7.6333   20.00 222222222222999999222
      75       1      13      13  1599.5  2.5305 34.5770   154.5 34.5770   155.2   96.97   35.20   -9.00    2.47   0.004  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2281.2  2367.0  7.6334   20.00 222222222222999999222
      75       1      12      12  1798.2  2.2461 34.6183   150.3 34.6182   150.8  110.55   35.56   -9.00    2.50  -0.002   0.001  0.0100   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2296.7  2383.8  7.6319   20.00 222222222222999999222
      75       1      11      11  2001.7  2.0866 34.6370   148.7 34.6370   148.1  118.17   35.75   -9.00    2.51  -0.002  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2304.2  2392.1  7.6324   20.00 222222222222999999222
      75       1      10      10  2248.9  1.9557 34.6499   149.5 34.6508   150.0  123.06   35.74   -9.00    2.51  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2308.0  2396.9  7.6342   20.00 222222222999999999222
      75       1       9      09  2501.6  1.8610 34.6581   152.2 34.6584   152.1  125.01   35.51   -9.00    2.50  -0.001  -9.000  0.0100   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2307.1  2398.0  7.6375   20.00 222222222222999999222
      75       1       8      08  2749.3  1.7944 34.6644   154.4 34.6647   155.4  126.38   35.39   -9.00    2.48  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2309.2  2399.1  7.6405   20.00 222222222999999999622
      75       1       7      07  2997.9  1.7091 34.6715   159.8 34.6732   159.1  127.07   35.15   -9.00    2.43  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2304.7  2398.7  7.6454   20.00 222222222222999999262
      75       1       6      06  3300.7  1.6188 34.6795   166.0 34.6789   165.6  126.48   34.65   -9.00    2.41  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2300.5  2395.9  7.6515   20.00 222222222999999999222
      75       1       5      05  3598.7  1.5384 34.6862   171.7 34.6862   172.1  125.11   34.22   -9.00    2.38  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2294.7  2391.5  7.6565   20.00 222222222999999999222
      75       1       4      04  3900.1  1.4454 34.6933   179.8 34.6936   180.1  123.25   33.64   -9.00    2.34  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2286.3  2386.5  7.6631   20.00 222222222999999999222
      75       1       3      03  4199.1  1.3811 34.6990   185.9 34.6992   186.6  121.59   33.21   -9.00    2.30  -9.000  -9.000  0.0100   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2280.4  2381.3  7.6675   20.00 222222222222999999226
      75       1       2      02  4400.3  1.3688 34.7009   188.2 34.7003   188.6  120.91   33.05   -9.00    2.29  -0.001  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2278.8  2380.1  7.6701   20.00 222222222222999999222
      75       1       1      01  4666.5  1.3733 34.7023   190.0 34.7027   189.6  120.22   32.92   -9.00    2.29  -0.001  -9.000  0.0100   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2277.7  2378.6  7.6717   20.00 222222222222999999622
      76       1      36      36     4.3 24.8447 35.5214   206.3 35.5208   207.8    0.59    0.02    0.01    0.06   1.615   1.008  1.8200   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2005.3  2334.4  8.1675   20.00 222222222222199999622
      76       1      35      35    34.1 24.8543 35.5223   207.2 35.5222   208.0    0.59   -9.00   -9.00    0.05  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2004.5  2334.4  8.1663   20.00 222222222999199999222
      76       1      34      34    60.0 23.3936 35.5853   223.8 35.5849   224.2    0.39   -9.00   -9.00    0.01  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2009.6  2334.5  8.1559   20.00 222222222999199999222
      76       1      33      33    85.6 22.1568 35.5880   213.6 35.5885   214.0    0.39   -9.00   -9.00    0.03   1.918   1.152  1.7500   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2027.2  2334.8  8.1294   20.00 222222222222199999222
      76       1      32      32   114.1 21.2154 35.6041   203.8 35.6147   200.9    0.59    0.03    0.03    0.09  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2044.6  2336.3  8.0979   20.00 222222222999199999222
      76       1      31      31   165.1 19.5114 35.5671   187.7 35.5688   187.0    0.68    2.56    0.02    0.26  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2070.2  2333.6  8.0449   20.00 222222222999199999222
      76       1      30      30   215.0 17.9738 35.4519   201.7 35.4555   199.9    0.68    2.51    0.01    0.23  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2073.2  2324.2  8.0285   20.00 222222222999199999222
      76       1      29      29   264.3 16.5606 35.3270   208.3 35.3276   208.8    0.78    2.94    0.01    0.28   2.420   1.378  1.7900   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2078.9  2317.4  8.0070   20.00 222222222222199999222
      76       1      28      28   313.7 14.8230 35.1166   200.9 35.1327   200.1    1.47    6.46    0.01    0.53  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2097.0  2308.2  7.9528   20.00 222222222999199999222
      76       1      27      27   364.4 12.2094 34.8409   197.1 34.8409   197.6    3.03   12.26    0.01    0.93   2.760   1.451  1.5500   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2118.3  2295.4  7.8806   20.00 222222222222199999222
      76       1      26      26   433.5 10.0276 34.6235   200.4 34.6212   204.6    4.69   16.69    0.01    1.20  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2132.5  2288.2  7.8291   20.00 222222222999199999222
      76       1      25      25   534.3  7.6691 34.4103   216.3 34.4113   221.1    6.74   21.38   -9.00    1.51   3.092   1.505  1.2000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2144.9  2280.6  7.7839   20.00 222222222222199999622
      76       1      24      24   634.5  6.6274 34.3461   223.3 34.3441   227.1    9.29   23.94   -9.00    1.66  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2151.3  2279.8  7.7664   20.00 222222222999199999222
      76       1      23      23   734.0  5.7976 34.3131   222.2 34.3131   220.9   14.17   26.52   -9.00    1.83   1.884   0.908  0.0900   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2162.0  2282.8  7.7444   20.00 222222222222199999226
      76       1      22      22   834.6  5.1459 34.3209   204.5 34.3214   201.4   23.36   29.42   -9.00    2.04  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2182.7  2290.8  7.7059   20.00 222222222999199999222
      76       1      21      21   934.7  4.6504 34.3584   181.8 34.3589   181.3   34.99   31.66   -9.00    2.23  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2205.5  2300.6  7.6693   20.00 222222222999199999262
      76       1      20      20  1034.5  4.0589 34.3959   172.6 34.3952   172.0   47.30   33.30   -9.00    2.34   0.221   0.108  0.0200   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2223.6  2314.3  7.6504   20.00 222222222222199999222
      76       1      19      19  1134.5  3.6777 34.4315   166.9 34.4321   166.6   57.17   34.03   -9.00    2.37  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2236.8  2324.7  7.6399   20.00 222222222999199999222
      76       1      18      18  1233.6  3.2532 34.4790   162.4 34.4790   162.0   69.48   34.54   -9.00    2.40   0.059   0.014  0.0300   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2252.2  2339.1  7.6346   20.00 222222222222199999222
      76       1      17      17  1333.5  3.0030 34.5160   159.0 34.5147   158.4   79.16   34.81   -9.00    2.44  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2263.1  2349.8  7.6320   20.00 222222222999199999222
      76       1      16      16  1464.2  2.7028 34.5555   155.7 34.5548   155.6   90.39   35.07   -9.00    2.45   0.010   0.001 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2274.4  2362.6  7.6326   20.00 222222222222199999222
      76       1      15      15  1664.1  2.4249 34.5920   153.2 34.5929   153.3  101.43   35.22   -9.00    2.48  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2285.8  2375.2  7.6337   20.00 222222222999199999222
      76       1      14      14  1864.3  2.2117 34.6205   150.8 34.6206   150.7  111.11   35.46   -9.00    2.50  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2299.0  2384.2  7.6341   20.00 222222222999199999222
      76       1      13      13  2084.1  2.0362 34.6408   149.7 34.6407   149.9  118.43   35.48   -9.00    2.50  -0.003  -9.000  0.0200   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2304.3  2392.9  7.6342   20.00 222222222222199999222
      76       1      12      12  2334.5  1.9130 34.6527   151.4 34.6521   152.1  122.24   35.47   -9.00    2.51  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2307.0  2398.3  7.6376   20.00 222222222999199999222
      76       1      11      11  2585.1  1.8049 34.6617   155.9 34.6619   156.0  123.71   35.16   -9.00    2.46  -0.001  -9.000  0.0100   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2305.6  2398.1  7.6426   20.00 222222222222199999232
      76       1      10      10  2835.0  1.7358 34.6684   158.0 34.6682   158.1  125.47   35.04   -9.00    2.47  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2306.1  2399.5  7.6451   20.00 222222222999199999622
      76       1       9      09  3098.8  1.6821 34.6741   159.0 34.6745   158.9  127.61   35.06   -9.00    2.48  -9.000   0.001  0.0100   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2306.5  2397.6  7.6467   20.00 222222222222199999222
      76       1       8      08  3400.2  1.6112 34.6807   164.7 34.6804   164.8  126.83   34.63   -9.00    2.42  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2302.4  2394.9  7.6512   20.00 222222222999199999222
      76       1       7      07  3699.8  1.5087 34.6890   173.2 34.6891   173.2  124.78   34.04   -9.00    2.38  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2294.1  2388.6  7.6585   20.00 222222222999199999226
      76       1       6      06  4000.2  1.4300 34.6948   181.7 34.6949   181.4  122.34   33.47   -9.00    2.35  -0.001  -9.000  0.0200   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2285.9  2382.1  7.6644   20.00 222222222222199999222
      76       1       5      05  4299.8  1.3767 34.6995   186.6 34.6996   186.7  120.87   33.03   -9.00    2.32  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2280.7  2380.6  7.6688   20.00 222222222999199999262
      76       1       4      04  4599.9  1.3652 34.7020   189.5 34.7014   189.5  120.19   32.89   -9.00    2.30  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2277.6  2377.3  7.6709   20.00 222222222999199999222
      76       1       3      03  4900.0  1.3803 34.7030   190.6 34.7030   190.8  119.89   32.81   -9.00    2.28  -0.001  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2276.6  2376.0  7.6714   20.00 222222222222199999222
      76       1       2      02  5048.4  1.3933 34.7033   191.0 34.7028   191.1  119.79   32.72   -9.00    2.29  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2276.7  2375.6  7.6721   20.00 222222222999199999222
      76       1       1      01  5199.5  1.4091 34.7033   191.4 34.7028   191.2  119.99   32.76   -9.00    2.28   0.002   0.001  0.0100   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2276.7  2375.9  7.6721   20.00 222222222222199999622
      77       3      36      36     4.2 25.3868 35.8628   205.6 35.8619   206.3    0.88    0.04   -9.00    0.07   1.567   1.004  1.4300   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2021.5  2358.3  8.1648   20.00 222222222222999999222
      77       3      35      35    20.3 25.3994 35.8618   206.3 35.8614   206.2    0.98    0.02   -9.00    0.07   1.590   1.006  1.6000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2022.0  2357.4  8.1645   20.00 222222222222999999222
      77       3      34      34    39.9 25.4031 35.8617   206.0 35.8616   206.1    0.98   -9.00   -9.00    0.06   1.573   1.007  1.4300   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2021.4  2358.4  8.1652   20.00 222222222222999999222
      77       3      33      33    65.2 25.4018 35.8615   206.4 35.8653   206.5    0.98   -9.00   -9.00    0.05  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2022.0  2358.1  8.1651   20.00 222222222999999999222
      77       3      31      31    90.3 23.4003 35.9095   219.4 35.8983   218.5    0.98   -9.00   -9.00    0.04   1.784   1.123  1.6400   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2033.9  2359.6  8.1460   20.00 222222222222999999622
      77       3      32      32    90.6 23.3903 35.9078    -9.0 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 229999999999999999999
      77       3      29      29   134.6 22.0804 35.8212   211.2 35.8201   212.7    0.98   -9.00   -9.00    0.06   1.844   1.163  1.6300   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2042.3  2353.0  8.1227   20.00 222222222222999999262
      77       3      30      30   135.1 22.0787 35.8217    -9.0 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0    -9.0    -9.0 -9.0000   -9.00 229999999999999999999
      77       3      28      28   184.4 20.7069 35.6958   201.6 35.6927   199.7    0.88    0.65    0.15    0.15   1.996   1.175  1.7400   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2058.0  2342.5  8.0825   20.00 222222222222999999222
      77       3      27      27   234.0 18.9442 35.5345   191.1 35.5282   190.0    1.17    2.95    0.01    0.26   2.133   1.279  1.6100   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2074.0  2329.7  8.0325   20.00 222222222222999999222
      77       3      26      26   285.5 16.7206 35.3205   196.3 35.3190   196.5    1.47    4.46    0.01    0.38   2.530   1.386  1.7500   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2084.2  2318.3  7.9919   20.00 222222222222999999222
      77       3      25      25   334.2 15.1348 35.1694   195.8 35.1702   194.3    1.95    7.06    0.01    0.57   2.599   1.434  1.6100   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2099.4  2308.5  7.9513   20.00 222222222222999999226
      77       3      24      24   385.2 12.8512 34.9088   193.5 34.9029   194.4    3.32   11.56    0.01    0.85   2.776   1.444  1.4700   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2117.3  2298.1  7.8918   20.00 222222222222999999222
      77       3      23      23   464.4  9.9091 34.5931   200.9 34.5892   204.2    5.28   17.28   -9.00    1.20   2.939   1.465  1.2800   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2134.5  2285.8  7.8223   20.00 222222222222999999222
      77       3      22      22   564.1  7.4056 34.3879   221.0 34.3372   225.1    7.53   21.97   -9.00    1.50   3.177   1.536  0.5900   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2145.7  2279.6  7.7806   20.00 222422222222999999222
      77       3      21      21   665.2  6.4948 34.3361   232.3 34.3366   232.2    9.48   23.90   -9.00    1.61   2.822   1.370  0.4600   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2149.9  2280.2  7.7711   20.00 222222222222999999222
      77       3      20      20   765.5  5.7623 34.3105   222.4 34.3113   221.9   14.57   26.62   -9.00    1.82   1.997   0.939  0.2700   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2162.0  2282.6  7.7454   20.00 222222222222999999622
      77       3      19      19   864.8  5.1149 34.3294   199.4 34.3291   196.6   25.32   30.10   -9.00    2.07   0.879   0.442  0.1400   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2187.5  2292.7  7.6976   20.00 222222222666999999222
      77       3      18      18   964.8  4.4710 34.3685   177.1 34.3706   177.2   39.50   32.68   -9.00    2.26   0.332   0.192  0.0700   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2212.1  2306.5  7.6600   20.00 222222222222999999222
      77       3      17      17  1065.4  3.9161 34.4207   167.1 34.4198   165.1   53.28   34.08   -9.00    2.38   0.145   0.067  0.0600   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2232.7  2320.3  7.6395   20.00 222222222222999999222
      77       3      16      16  1165.1  3.4951 34.4572   163.8 34.4581   163.1   64.04   34.59   -9.00    2.40   0.078   0.031  0.0400   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2246.0  2331.8  7.6354   20.00 222222222222999999222
      77       3      15      15  1265.2  3.0826 34.5054   160.1 34.5048   159.5   76.64   34.95   -9.00    2.43   0.032   0.006  0.0200   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2260.4  2343.4  7.6323   20.00 222222222222999999222
      77       3      14      14  1364.0  2.8543 34.5353   157.7 34.5361   157.5   85.05   35.12   -9.00    2.45   0.017   0.004  0.0200   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2269.4  2355.2  7.6327   20.00 222222222222999999222
      77       3      13      13  1534.6  2.5704 34.5756   154.2 34.5758   153.8   96.78   35.38   -9.00    2.48   0.004   0.001  0.0400   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2281.9  2369.2  7.6318   20.00 222222222222999999222
      77       3      12      12  1734.8  2.3436 34.6080   150.6 34.6079   150.8  107.24   35.64   -9.00    2.48  -0.001   0.001  0.0500   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2294.0  2381.2  7.6309   20.00 222222222223999999222
      77       3      11      11  1934.6  2.1845 34.6275   148.9 34.6277   148.7  114.76   35.79   -9.00    2.49   0.013  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2302.2  2390.3  7.6303   20.00 222222222222999999222
      77       3      10      10  2165.2  2.0188 34.6439   149.4 34.6440   149.6  120.82   35.87   -9.00    2.49  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2307.4  2396.0  7.6331   20.00 222222222222999999222
      77       3       9      09  2414.6  1.9147 34.6539   150.3 34.6539   150.1  124.53   35.84   -9.00    2.50   0.001  -9.000  0.0100   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2310.3  2399.6  7.6345   20.00 222222222222999999222
      77       3       8      08  2665.3  1.8140 34.6626   153.6 34.6633   153.9  126.68   35.64   -9.00    2.49  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2308.7  2400.9  7.6395   20.00 222222222222999999622
      77       3       7      07  2914.9  1.7028 34.6715   159.0 34.6720   158.6  127.56   35.32   -9.00    2.48  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2307.6  2400.6  7.6446   20.00 222222222999999999226
      77       3       6      06  3199.7  1.6228 34.6782   164.9 34.6779   165.6  126.10   34.83   -9.00    2.45   0.003  -9.000 -0.0900   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2301.5  2397.3  7.6521   20.00 222222222222999999222
      77       3       5      05  3500.9  1.5412 34.6851   172.8 34.6854   172.2  124.33   34.33   -9.00    2.40  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2294.7  2392.3  7.6587   20.00 222222222222999999222
      77       3       4      04  3798.2  1.4880 34.6903   177.7 34.6905   177.9  123.55   33.91   -9.00    2.37   0.001  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2290.4  2389.1  7.6628   20.00 222222222222999999222
      77       3       3      03  4099.7  1.4770 34.6930   179.9 34.6931   180.3  122.87   33.80   -9.00    2.36  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2287.5  2387.3  7.6650   20.00 222222222999999999222
      77       3       2      02  4399.2  1.4103 34.6983   185.3 34.6988   185.8  122.09   33.41   -9.00    2.33   0.001  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2283.1  2383.9  7.6687   20.00 222222222222999999222
      77       3       1      01  4806.0  1.3844 34.7022   190.2 34.7024   190.2  121.01   33.07   -9.00    2.29  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2278.8  2379.8  7.6712   20.00 222222222222999999622
      78       1      36      36     4.2 25.1206 35.7610   206.1 35.7612   207.4    0.49    0.04    0.01    0.07   1.618   1.026  1.4900   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2019.3  2350.9  8.1639   20.00 222222222222199999222
      78       1      35      35    24.1 25.1266 35.7600   207.2 35.7611   206.5    0.49    0.01    0.01    0.06   1.606   1.019  1.4600   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2019.2  2350.1  8.1640   20.00 222222222222199999222
      78       1      34      34    49.5 25.1408 35.7593   207.0 35.7603   207.1    0.49   -9.00   -9.00    0.06  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2019.6  2351.5  8.1642   20.00 222222222999199999222
      78       1      33      33    73.8 24.0018 35.8992   219.2 35.8970   218.5    0.49   -9.00   -9.00    0.06   1.764   1.099  1.7000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2031.6  2358.4  8.1539   20.00 222222222222199999222
      78       1      32      32    99.5 22.6013 35.7690   214.0 35.7755   214.1    0.39   -9.00   -9.00    0.05  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2034.8  2349.0  8.1360   20.00 222222222999199999222
      78       1      31      31   149.2 21.0956 35.7245   199.0 35.7273   200.1    0.39    0.34    0.17    0.12   2.017   1.201  1.5000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2056.2  2344.9  8.0919   20.00 222222222222199999222
      78       1      30      30   200.3 19.6936 35.6001   194.8 35.6024   195.4    0.59    1.87    0.02    0.19  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2069.5  2334.8  8.0584   20.00 222222222999199999622
      78       1      29      29   250.6 18.0560 35.4555   202.1 35.4558   201.9    0.59    2.28    0.01    0.21   2.312   1.328  1.5400   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2073.5  2324.8  8.0321   20.00 222222222222199999262
      78       1      28      28   300.1 16.8908 35.3360   199.4 35.3345   196.4    0.88    4.19    0.01    0.34  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2085.5  2318.2  7.9960   20.00 222222222999199999222
      78       1      27      27   349.9 14.7240 35.1253   194.4 35.1257   194.2    1.76    7.76    0.01    0.61   2.718   1.442  1.2900   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2102.9  2307.7  7.9407   20.00 222222222222199999222
      78       1      26      26   400.0 12.7649 34.8842   194.4 34.8877   194.7    2.83   11.34    0.01    0.85  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2115.6  2296.8  7.8943   20.00 222222222999199999222
      78       1      25      25   499.6  9.2194 34.5193   207.3 34.5212   207.2    5.28   18.50    0.01    1.30   3.150   1.519  0.9800   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2137.9  2281.4  7.8076   20.00 222222222222199999226
      78       1      24      24   600.3  7.1236 34.3649   219.5 34.3645   221.4    8.21   23.16    0.01    1.59  -9.000  -9.000 -9.0000   -9.00  -9.000 -9.0000   -9.00    -9.0    -9.0  2150.3  2279.6  7.7674   20.00 222222222999199999222
