EXPOCODE 33RR20050106 WHP-ID P16S CRUISE DATES 20050110 TO 20050211 20150511SIOCCHCBG                                                                                                                                                                       *
  STNNBR  CASTNO  SAMPNO  BTLNBR  CTDPRS  CTDTMP  CTDSAL  CTDOXY  SALNTY  OXYGEN  SILCAT  NITRAT  NITRIT  PHSPHT  CFC-11  CFC-12  CFC113     DOC  TRITUM  TRITER  HELIUM  HELIER  DELHE3  DELHER  DELC14  C14ERR  DELC13  TCARBN  ALKALI               QUALT1
                                    DBAR  ITS-90  PSS-78 UMOL/KG  PSS-78 UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG PMOL/KG PMOL/KG PMOL/KG UMOL/KG      TU      TU NMOL/KG NMOL/KG  PERCNT  PERCNT  /MILLE  /MILLE  /MILLE UMOL/KG UMOL/KG                    *
                         *******                 ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* *******         *******         *******         *******         ******* ******* *******                    *
     101       1      19      19   752.3  1.1030 34.7257   189.3 34.7261   190.2  112.83   32.34   -9.00    2.21   0.075   0.037   0.017   40.00   0.089   0.005 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2262.8  2355.7 22222222222222999922
     101       1      18      18   853.1  1.0329 34.7232   192.4 34.7234   192.8  114.91   32.34   -9.00    2.22   0.063   0.035   0.012   43.00   0.048   0.007 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2262.8  2355.6 22222222222222999926
     101       1      17      17   954.2  0.9810 34.7211   194.7 34.7210   195.0  116.15   32.23   -9.00    2.22   0.059   0.025   0.011   40.00   0.035   0.005  1.8970  0.0010   10.24    0.18    -9.0    -9.0    -9.0  2261.8  2356.2 22222222222222229922
     101       1      16      16  1054.7  0.9168 34.7185   196.4 34.7183   197.2  118.02   32.28   -9.00    2.22   0.051   0.032   0.010   42.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2261.9  2356.2 22222222222229999922
     101       1      15      15  1155.8  0.8588 34.7162   198.1 34.7159   198.6  120.09   32.33   -9.00    2.22   0.061   0.037   0.007   -9.00   0.110   0.004  1.8990  0.0010   10.60    0.19    -9.0    -9.0    -9.0  2262.6  2356.9 22222222222292229922
     101       1      14      14  1358.9  0.7673 34.7124   200.6 34.7116   201.9  123.01   32.38   -9.00    2.22   0.114   0.055   0.017   39.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2262.8  2358.1 22222222222229999922
     101       1      13      13  1561.5  0.6808 34.7090   202.7 34.7090   203.5  125.72   32.32   -9.00    2.21   0.079   0.037   0.014   41.00   0.144   0.009  1.9060  0.0010   11.28    0.18    -9.0    -9.0    -9.0  2262.4  2358.7 22222222222222229922
     101       1      12      12  1764.2  0.6064 34.7069   204.4 34.7069   205.4  127.38   32.32   -9.00    2.22   0.085   0.040   0.016   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2262.3  2358.1 22222222222299999922
     101       1      11      11  1967.5  0.5271 34.7052   206.1 34.7045   207.3  128.40   32.37   -9.00    2.22   0.107   0.044   0.016   42.00  -9.000  -9.000  1.9090  0.0010   10.72    0.19    -9.0    -9.0    -9.0  2262.4  2358.6 22222222222229229922
     101       1      10      10  2129.8  0.4618 34.7045   207.5 34.7047   208.8  129.84   32.41   -9.00    2.22   0.096   0.048   0.014   41.00   0.063   0.004 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2262.2  2358.3 22222222222222999922
     101       1       9       9  2383.8  0.3803 34.7037   209.6 34.7038   210.9  131.07   32.46   -9.00    2.22   0.173   0.085   0.023   42.00   0.002   0.004  2.0360  0.0010    9.54    0.19    -9.0    -9.0    -9.0  2262.6  2359.5 22222222222222229922
     101       1       8       8  2638.1  0.3213 34.7031   211.5 34.7022   212.8  132.31   32.45   -9.00    2.22   0.147   0.072   0.018   -9.00   0.021   0.004 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2263.7  2359.0 22222222222292999922
     101       1       7       7  2893.1  0.2579 34.7017   214.0 34.7020   215.2  131.66   32.46   -9.00    2.22   0.261   0.124   0.025   41.00   0.001   0.005  2.0130  0.0010    9.28    0.18    -9.0    -9.0    -9.0  2264.1  2358.1 22222222222222229922
     101       1       6       6  3148.0  0.1935 34.6991   217.2 34.6987   218.3  128.06   32.30   -9.00    2.21   0.498   0.240   0.038   -9.00   0.003   0.006  1.8710  0.0010    9.08    0.19    -9.0    -9.0    -9.0  2262.7  2357.6 22222222222292229922
     101       1       5       5  3455.1  0.1556 34.6968   220.1 34.6961   221.1  123.41   32.29   -9.00    2.21   0.725   0.368   0.061   46.00   0.007   0.006  1.9180  0.0010    8.63    0.18    -9.0    -9.0    -9.0  2261.8  2355.7 22222222222242229922
     101       1       4       4  3761.5  0.1607 34.6970   220.8 34.6951   221.7  122.75   32.25   -9.00    2.22   0.759   0.376   0.048   -9.00   0.016   0.005 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2263.5  2356.5 22222222222292999922
     101       1       3       3  4120.0  0.1871 34.6974   221.2 34.6973   221.8  123.15   32.29   -9.00    2.22   0.747   0.365   0.048   42.00  -9.000  -9.000  1.8820  0.0010    7.80    0.22    -9.0    -9.0    -9.0  2261.9  2356.3 22222222222229229922
     101       1       2       2  4315.3  0.2063 34.6975   221.3 34.6977   221.5  123.75   32.34   -9.00    2.22   0.741   0.357   0.053   -9.00   0.020   0.006 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2261.2  2355.5 22222222222292999962
     101       1       1       1  4417.6  0.2169 34.6975   221.0 34.6969   222.5  123.94   32.29   -9.00    2.22   0.735   0.360   0.046   40.00   0.020   0.005 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2261.6  2356.2 22222222266622999926
     102       1      31      31     4.7  0.3302 33.7517   342.2 33.7518   344.2   42.61   21.96    0.14    1.59   5.765   3.278   0.621   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2139.6  2284.5 22222222222299999966
     102       1      30      30    43.9  0.2698 33.7715   344.0 33.7724   343.8   43.00   22.36    0.15    1.61   5.693   3.184   0.631   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222299999999
     102       1      29      29    64.0 -1.4126 34.0300   329.5 34.0326   322.1   48.75   26.27    0.22    1.87   5.189   2.829   0.561   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2184.9  2300.3 22222222222299999922
     102       1      28      28    89.4 -1.5737 34.0776   312.7 34.0747   312.1   51.21   26.93    0.24    1.90   4.949   2.725   0.526   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2191.5  2301.4 22222222222299999922
     102       1      27      27   134.6 -0.2778 34.3603   252.6 34.3663   246.5   70.40   30.53    0.07    2.10   2.902   1.619   0.303   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2225.4  2320.5 22222222222299999922
     102       1      26      26   164.7  0.8744 34.5777   203.9 34.6112   194.9   87.17   32.60    0.03    2.24   1.167   0.644   0.119   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222299999999
     102       1      25      25   190.1  1.4380 34.6906   183.0 34.6931   181.2   93.18   32.87    0.02    2.26   0.586   0.335   0.052   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2258.2  2342.2 22222222222299999922
     102       1      24      24   215.1  1.5246 34.7154   178.5 34.7120   179.1   95.03   32.82    0.01    2.25   0.329   0.177   0.026   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2260.2  2345.4 22222222222299999922
     102       1      23      23   240.2  1.5168 34.7238   178.7 34.7218   179.5   97.32   32.73    0.01    2.25   0.302   0.161   0.024   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2261.4  2346.8 22222222222299999922
     102       1      22      22   295.9  1.4676 34.7293   179.6 34.7277   181.2   99.38   32.57    0.01    2.24   0.302   0.166   0.024   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222299999999
     102       1      21      21   396.7  1.3733 34.7314   181.8 34.7296   182.8  103.10   32.52   -9.00    2.23   0.149   0.081   0.013   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2261.6  2350.2 22222222222299999922
     102       1      20      20   497.7  1.2836 34.7308   183.4 34.7298   185.0  106.41   32.52   -9.00    2.23   0.197   0.105   0.019   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222299999999
     102       1      19      19   583.2  1.2265 34.7295   185.1 34.7292   186.3  108.28   32.52   -9.00    2.23   0.212   0.119   0.018   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2261.1  2352.0 22222222222299999922
     102       1      18      18   785.4  1.0916 34.7253   190.7 34.7231   191.0  112.64   32.36   -9.00    2.22  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2262.1  2355.3 22222222299999999922
     102       1      17      17   987.4  0.9575 34.7201   194.9 34.7186   196.0  115.97   32.32   -9.00    2.22   0.095   0.055   0.013   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222299999999
     102       1      16      16  1189.9  0.8522 34.7159   198.3 34.7159   198.9  119.28   32.32   -9.00    2.21  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2261.5  2357.6 22222222299999999922
     102       1      15      15  1392.4  0.7564 34.7119   200.7 34.7111   201.5  122.83   32.37   -9.00    2.22   0.217   0.125   0.017   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222299999999
     102       1      14      14  1595.0  0.6791 34.7089   202.9 34.7086   203.6  125.31   32.38   -9.00    2.23  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2262.5  2357.5 22222222299999999922
     102       1      13      13  1797.9  0.5980 34.7067   204.7 34.7076   205.6  126.77   32.43   -9.00    2.23   0.177   0.102   0.011   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222299999999
     102       1      12      12  2000.8  0.5283 34.7053   206.2 34.7052   207.1  127.17   32.48   -9.00    2.23   0.091   0.049   0.008   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2262.0  2357.5 22222222222299999922
     102       1      11      11  2204.3  0.4576 34.7043   208.1 34.6987   209.2  129.25   32.48   -9.00    2.23   0.084   0.051   0.006   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222299999999
     102       1      10      10  2458.2  0.3769 34.7037   210.0 34.7031   210.8  130.69   32.48   -9.00    2.24   0.115   0.065   0.010   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2261.5  2358.1 22222222222299999922
     102       1       9       9  2713.0  0.3112 34.7029   212.0 34.7023   213.0  131.93   32.54   -9.00    2.24   0.252   0.130   0.018   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222299999999
     102       1       8       8  2968.0  0.2568 34.7017   214.1 34.7015   215.1  131.28   32.59   -9.00    2.25   0.165   0.098   0.014   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2261.7  2358.8 22222222222299999922
     102       1       7       7  3222.8  0.1932 34.6990   217.3 34.6987   218.5  127.08   32.48   -9.00    2.24   0.493   0.254   0.038   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222299999999
     102       1       6       6  3478.7  0.1618 34.6972   219.8 34.6975   220.9  123.31   32.32   -9.00    2.24   0.680   0.338   0.044   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2259.4  2356.0 22222222222299999922
     102       1       5       5  3734.2  0.1591 34.6969   220.8 34.6948   221.8  122.44   32.32   -9.00    2.24   0.741   0.393   0.046   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222299999999
     102       1       4       4  3990.2  0.1760 34.6974   221.0 34.6956   221.6  122.42   32.38   -9.00    2.24   0.727   0.375   0.036   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2259.5  2352.9 22222222222299999923
     102       1       3       3  4246.6  0.1981 34.6976   221.1 34.6950   221.7  122.62   32.32   -9.00    2.24   0.699   0.352   0.036   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222299999999
     102       1       2       2  4482.6  0.2225 34.6977   221.1 34.6987   221.5  123.03   32.32   -9.00    2.24  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2259.4  2354.9 22222222255599999922
     102       1       1       1  4619.1  0.2377 34.6978   220.8 34.6981   221.8  123.21   32.38   -9.00    2.24   0.722   0.367   0.037   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2259.6  2355.8 22222222222299999962
     103       1      31      31     2.1  0.0015 33.5210   349.7 33.5229   351.0   39.63   19.08    0.08    1.38   5.674   3.177   0.573   47.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -110.8     3.2    -9.0  2109.4  2271.9 22222222222229992566
     103       1      30      30    25.1 -0.0293 33.5318   350.8 33.5331   351.6   40.03   19.18    0.08    1.39   5.725   3.169   0.572   49.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00   -97.7     3.3    -9.0  2112.3  2273.7 22222222222239992522
     103       1      29      29    50.2 -1.3357 33.9177   328.9 33.9136   326.0   46.36   24.84    0.18    1.86   5.270   2.933   0.531   46.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -100.8     3.0    -9.0  2173.8  2294.1 22222222222229992522
     103       1      28      28    76.3 -1.6882 34.0536   310.7 34.0570   311.4   48.60   26.81    0.27    1.93   4.865   2.787   0.505   42.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -102.8     2.8    -9.0  2192.9  2301.9 22222222222229992522
     103       1      27      27   101.5 -1.5125 34.1119   300.1 34.1156   300.6   51.87   27.74    0.23    1.96   4.617   2.599   0.471   43.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -100.3     3.0    -9.0  2199.3  2305.0 22222222222229992522
     103       1      26      26   151.9  0.4694 34.4884   220.4 34.4985   216.5   79.28   31.82    0.03    2.20   1.838   1.001   0.177   42.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -131.5     2.7    -9.0  2242.9  2330.7 22222222222229992522
     103       1      25      25   202.2  1.4691 34.6971   181.9 34.6948   181.4   92.71   32.72    0.02    2.26   0.462   0.246   0.041   44.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -149.5     2.7    -9.0  2259.5  2342.1 22222222222229992522
     103       1      24      24   256.7  1.5278 34.7242   178.7 34.7238   180.8   96.05   32.57    0.01    2.25   0.250   0.141   0.022   41.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -149.6     2.9    -9.0  2259.8  2346.6 22222222222229992522
     103       1      23      23   307.1  1.4722 34.7295   180.6 34.7295   181.6   98.71   32.42    0.01    2.25   0.204   0.107   0.021   41.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -158.7     2.9    -9.0  2261.2  2348.9 22222222222229992522
     103       1      22      22   357.5  1.4220 34.7308   182.0 34.7305   182.5  100.98   32.58   -9.00    2.24   0.155   0.085   0.011   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -151.7     2.6    -9.0  2261.0  2348.6 22222222222299992522
     103       1      21      21   407.9  1.3794 34.7314   182.6 34.7313   183.3  102.63   32.48   -9.00    2.24   0.168   0.093   0.022   41.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -164.2     2.6    -9.0  2261.9  2351.3 22222222222229992522
     103       1      20      20   458.5  1.3402 34.7313   183.4 34.7311   184.0  104.06   32.53   -9.00    2.24   0.145   0.075   0.012   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -172.3     4.3    -9.0  2262.4  2350.7 22222222222299992522
     103       1      19      19   509.0  1.3008 34.7310   184.5 34.7303   184.9  105.50   32.53   -9.00    2.23   0.115   0.056   0.009   41.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -169.5     5.0    -9.0  2262.4  2352.0 22222222222229992522
     103       1      18      18   609.9  1.2195 34.7293   186.7 34.7299   187.3  108.18   32.37   -9.00    2.24   0.092   0.047   0.007   40.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -160.7     1.8    -9.0  2262.2  2353.3 22222222222229996526
     103       1      17      17   811.9  1.0686 34.7245   191.3 34.7248   192.4  112.74   32.32   -9.00    2.22   0.183   0.111   0.017   45.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -171.7     5.6    -9.0  2262.1  2354.9 22222222222239996522
     103       1      16      16  1013.9  0.9576 34.7200   196.0 34.7205   196.5  115.64   32.32   -9.00    2.22   0.062   0.040   0.007   39.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -177.1     3.5    -9.0  2262.4  2355.7 22222222222229992562
     103       1      15      15  1216.4  0.8451 34.7153   199.8 34.7157   199.8  118.95   32.26   -9.00    2.23   0.060   0.038   0.011   40.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -152.3     3.3    -9.0  2261.2  2358.0 22222222222229992522
     103       1      14      14  1418.9  0.7498 34.7115   201.8 34.7116   202.6  123.73   32.31   -9.00    2.23   0.085   0.051   0.013   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -153.1     3.2    -9.0  2260.7  2358.1 22222222222299992522
     103       1      13      13  1621.8  0.6724 34.7087   203.8 34.7083   204.3  124.97   32.42   -9.00    2.23   0.099   0.056   0.010   39.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -163.1     2.6    -9.0  2262.0  2358.0 22222222222229992522
     103       1      12      12  1824.5  0.5965 34.7064   205.6 34.7073   206.3  126.18   32.42   -9.00    2.23   0.089   0.054   0.010   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -162.6     3.0    -9.0  2261.0  2358.5 22222222222299992522
     103       1      11      11  2027.6  0.5038 34.7048   207.3 34.7047   208.4  127.43   32.42   -9.00    2.23   0.086   0.050   0.008   40.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -168.4     4.1    -9.0  2261.7  2359.1 22222222222229992522
     103       1      10      10  2281.7  0.4157 34.7039   209.5 34.7045   210.4  129.28   32.42   -9.00    2.23   0.096   0.051   0.016   39.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -170.0     3.3    -9.0  2261.9  2359.2 22222222222229992522
     103       1       9       9  2536.1  0.3435 34.7035   211.3 34.7026   212.4  131.13   32.46   -9.00    2.24   0.125   0.076   0.012   41.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -168.0     3.9    -9.0  2261.7  2359.0 22222222222229992522
     103       1       8       8  2790.8  0.2810 34.7025   213.5 34.7030   214.7  131.74   32.47   -9.00    2.24   0.215   0.120   0.016   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -162.7     3.5    -9.0  2261.5  2358.2 22222222222299992522
     103       1       7       7  3045.9  0.2136 34.7006   216.5 34.7032   217.8  129.42   32.41   -9.00    2.24   0.345   0.180   0.025   39.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -159.2     3.1    -9.0  2260.8  2357.6 22232222222229992522
     103       1       6       6  3352.0  0.1501 34.6972   220.2 34.6984   221.5  122.53   32.14   -9.00    2.23   0.732   0.390   0.057   39.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -148.6     3.2    -9.0  2258.7  2356.2 22222222222229992522
     103       1       5       5  3658.9  0.1479 34.6973   221.4 34.6982   222.1  121.27   32.20   -9.00    2.23   0.713   0.369   0.047   39.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -144.9     3.2    -9.0  2258.0  2356.1 22222222222229992522
     103       1       4       4  3965.9  0.1681 34.6976   221.8 34.6984   222.5  121.46   32.25   -9.00    2.23   0.715   0.366   0.042   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -160.7     3.8    -9.0  2257.7  2355.0 22222222222299992522
     103       1       3       3  4222.2  0.1922 34.6979   221.9 34.6988   223.4  121.65   32.25   -9.00    2.23   0.688   0.363   0.043   41.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -151.8     3.2    -9.0  2258.8  2356.2 22222222222229992522
     103       1       2       2  4376.0  0.2075 34.6980   221.7 34.6984   222.4  123.08   32.19   -9.00    2.24   0.681   0.356   0.044   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -156.6     3.2    -9.0  2258.6  2355.4 22222222222299992522
     103       1       1       1  4476.5  0.2186 34.6981   221.5 34.6984   222.3  123.06   32.30   -9.00    2.24   0.694   0.361   0.039   39.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00  -161.9     3.4    -9.0  2259.3  2355.3 22222222222229992566
     104       2      31      31     2.0 -0.0973 33.5098   350.6 33.5094   350.9   34.57   19.90    0.12    1.41   5.589   3.229   0.562   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2116.7  2271.3 22222222222299999966
     104       2      30      30    39.4 -0.1649 33.5456   348.6 33.5560   351.0   32.91   20.50    0.14    1.38   5.695   3.287   0.579   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222299999999
     104       2      29      29    59.5 -1.4738 33.9152   332.0 33.9424   324.4   46.92   25.46    0.18    1.90   5.145   2.890   0.507   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2179.8  2296.0 22222222222299999922
     104       2      28      28    94.8 -1.6891 34.0634   313.3 34.0629   314.4   48.55   26.88    0.27    1.93   4.929   2.827   0.506   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2191.5  2301.6 22222222222299999922
     104       2      27      27   124.9 -1.1325 34.1902   285.6 34.1819   286.4   56.81   28.82    0.09    2.02   4.280   2.377   0.432   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2206.4  2308.4 22222222222299999922
     104       2      26      26   175.2  0.6377 34.5247   205.9 34.5252   211.8   82.36   32.06    0.03    2.22   1.663   0.938   0.167   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2245.0  2331.1 22222222222299999922
     104       2      25      25   225.7  1.4358 34.7020   181.0 34.7075   182.0   94.85   32.55    0.02    2.25   0.380   0.207   0.037   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2260.4  2346.2 22222222222299999922
     104       2      24      24   276.1  1.5022 34.7263   181.8 34.7262   183.3   97.34   32.28    0.01    2.22   0.260   0.148   0.024   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2260.7  2347.6 22222222222299999922
     104       2      23      23   326.6  1.4438 34.7292   181.6 34.7282   182.3  100.04   32.50    0.01    2.23   0.235   0.121   0.027   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2262.1  2350.1 22222222222299999922
     104       2      22      22   377.0  1.3939 34.7313   183.0 34.7304   183.5  102.53   32.39   -9.00    2.24  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2263.1  2350.6 22222222299999999922
     104       2      21      21   427.4  1.3501 34.7316   182.6 34.7304   184.0  103.97   32.45   -9.00    2.23   0.128   0.064   0.013   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2263.7  2351.0 22222222222299999922
     104       2      20      20   548.5  1.2535 34.7303   185.4 34.7302   186.0  107.51   32.44   -9.00    2.23   0.182   0.098   0.018   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222299999999
     104       2      19      19   649.5  1.1898 34.7286   187.8 34.7286   188.2  109.59   32.39   -9.00    2.23  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2262.9  2354.1 22222222299999999922
     104       2      18      18   750.5  1.1291 34.7267   190.1 34.7258   190.5  111.45   32.28   -9.00    2.23   0.089   0.054   0.013   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222299999999
     104       2      17      17   851.4  1.0529 34.7240   192.8 34.7227   192.8  113.74   32.28   -9.00    2.23  -9.000  -9.000  -9.000   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2262.7  2356.1 22222222299999999922
     104       2      16      16   952.6  0.9806 34.7212   194.5 34.7197   195.5  115.82   32.29   -9.00    2.22   0.066   0.038   0.012   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222299999999
     104       2      15      15  1154.9  0.8779 34.7168   197.9 34.7158   198.6  118.73   32.33   -9.00    2.22   0.057   0.033   0.012   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2262.3  2358.1 22222222222299999922
     104       2      14      14  1357.4  0.7792 34.7128   200.7 34.7125   202.1  122.07   32.33   -9.00    2.22   0.070   0.037   0.016   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0    -9.0    -9.0 22222222222299999999
     104       2      13      13  1560.1  0.6939 34.7095   202.9 34.7097   203.6  124.98   32.33   -9.00    2.22   0.091   0.052   0.012   -9.00  -9.000  -9.000 -9.0000 -9.0000   -9.00   -9.00    -9.0    -9.0    -9.0  2262.7  2358.6 22222222222299999922
