EXPOCODE 316N145_5 WHP-ID I08S, I09S  DATES 120194-011995              20090518CCHDOSIODM                                                                                                                                                                                                      *
  STNNBR  CASTNO  SAMPNO  BTLNBR  CTDRAW  CTDPRS  CTDTMP  CTDSAL  CTDOXY   THETA  SALNTY  OXYGEN  SILCAT  NITRAT  NITRIT  PHSPHT  CFC-11  CFC-12  TRITUM  HELIUM  DELC14  TCARBN  ALKALI  C14ERR  DELC13  DELHE3  DELHER  HELIER    NEON  NEONER  TRITER              QUALT1              QUALT2
                                            DBAR IPTS-68  PSS-78 UMOL/KG IPTS-68  PSS-78 UMOL/KG UMOL/KG UMOL/KG UMOL/KG UMOL/KG PMOL/KG PMOL/KG      TU NMOL/KG  /MILLE UMOL/KG UMOL/KG  /MILLE  /MILLE  PERCNT  PERCNT NMOL/KG NMOL/KG NMOL/KG      TU                                       *
                         *******                         ******* *******         ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* ******* *******         ******* *******                 *******                                                       *
     120       1      12  SIH016 19261.2  1931.9  2.3570 34.7069   180.7  2.2207 34.7089   184.6   76.73   30.98    0.00    2.13   0.075   0.041  -9.000 -9.0000  -999.0  2242.2  2346.9    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 3222222222255922999 2222222222255922999
     120       1      11  SIH015 21336.0  2140.6  2.2299 34.7331   187.1  2.0774 34.7366   190.9   79.43   30.34    0.00    2.08   0.056   0.029  -9.000 -9.0000  -999.0  2241.6  2351.9    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255922999 2222222222255922999
     120       1      10  SIH013 23305.7  2338.7  2.0638 34.7460   189.9  1.8966 34.7512   193.8   84.22   30.09    0.00    2.06   0.038   0.021  -9.000 -9.0000  -999.0  2242.4  2351.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255922999 2222222222255922999
     120       1       9  SIH012 25901.2  2599.8  1.8094 34.7484   194.4  1.6232 34.7494   193.8   84.31   30.10    0.00    2.06   0.043   0.026  -9.000 -9.0000  -999.0  2242.4  2351.8    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222422222255922999 2222422222255922999
     120       1       8  SIH010 27557.7  2766.4  1.6392 34.7424   196.2  1.4410 34.7455   199.7   97.27   30.39    0.00    2.09   0.029   0.018  -9.000 -9.0000  -999.0  2248.2  2371.8    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255922999 2222222222255922999
     120       1       7  SIH009 29195.5  2931.1  1.4497 34.7358   197.7  1.2402 34.7380   200.1  103.96   30.81    0.00    2.12   0.024   0.013  -9.000 -9.0000  -999.0  2252.2  2365.3    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255922999 2222222222255922999
     120       1       6  SIH038 31348.4  3147.7  1.2302 34.7247   200.1  1.0051 34.7290   203.9  111.29   31.19    0.00    2.15   0.038   0.022  -9.000 -9.0000  -999.0  2254.2  2368.1    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255922999 2222222222255922999
     120       1       5  SIH006 33296.3  3343.6  1.1048 34.7194   202.7  0.8638 34.7213   204.8  115.43   31.36    0.00    2.16   0.052   0.028  -9.000 -9.0000  -999.0  2255.5  2370.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255922999 2222222222255922999
     120       1       4  SIH004 35329.5  3548.2  1.0183 34.7146   204.2  0.7593 34.7166   206.7  118.47   31.59    0.00    2.18   0.053   0.030  -9.000 -9.0000  -999.0  2257.4  2363.3    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255922999 2222222222255922999
     120       1       3  SIH025 37270.9  3743.5  0.9891 34.7127   204.6  0.7111 34.7150   207.3  119.75   31.67    0.00    2.18   0.056   0.035  -9.000 -9.0000  -999.0  2258.4  2371.9    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255922999 2222222222255922999
     120       1       2  SIH001 38043.8  3821.2  0.9780 34.7115   206.0  0.6923 34.7127   207.7  120.23   31.66    0.00    2.18   0.058   0.030  -9.000 -9.0000  -999.0  2260.2  2385.6    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255923999 2222222222255923999
     120       1       1  SIH036 38630.0  3880.2  0.9781 34.7115   206.4  0.6863 34.7132   208.1  120.72   31.72    0.00    2.18   0.058   0.032  -9.000 -9.0000  -999.0  2259.1  2372.6    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255966999 2222222222255966999
     121       1      36  SI9446   179.0    12.5  9.1703 34.3079   289.4  9.1690 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 9339999999955999999 9339999999955999999
     121       1      35  SIH032   376.8    32.4  9.1643 34.3079   288.4  9.1609 34.3103   287.6    1.50   14.30    0.22    1.01  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
     121       1      34  SIH029   623.7    57.2  9.0942 34.3047   291.8  9.0880 34.3082   287.6    1.64   14.44    0.22    1.03  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
     121       1      33  SIH026   876.6    82.6  8.2130 34.2849   292.9  8.2047 34.2674   288.8    1.79   15.56    0.23    1.16  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
     121       1      32  SIH023  1140.2   109.1  8.0134 34.3220   286.2  8.0026 34.3048   285.3    3.06   15.74    0.25    1.20  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
     121       1      31  SIH020  1605.3   155.9  7.3530 34.3727   281.7  7.3381 34.3760   275.7    6.86   18.62    0.02    1.33  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
     121       1      30  SIH017  2125.7   208.3  6.8538 34.3198   277.8  6.8348 34.3227   273.1    7.81   19.95    0.02    1.42  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
     121       1      29  SIH014  2633.9   259.4  6.4580 34.2836   280.7  6.4349 34.2864   275.0    8.28   20.60    0.01    1.47  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
     121       1      28  SIH011  3128.6   309.1  6.0229 34.2450   273.7  5.9964 34.2526   272.2    9.54   21.73    0.01    1.53  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
     121       1      27  SIH008  3630.8   359.6  5.6458 34.2242   271.5  5.6159 34.2283   267.8   11.13   23.00    0.01    1.60  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
     121       1      26  SIH005  4109.4   407.8  5.4451 34.2387   258.9  5.4116 34.2387   256.6   13.35   24.17    0.01    1.68  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
     121       1      25  SIH019  4612.1   458.3  5.3121 34.2489   249.2  5.2748 34.2681   243.4   16.03   25.39    0.01    1.76  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2224222229955999999 2224222229955999999
     121       1      24  SIH037  5087.8   506.2  5.2497 34.2910   237.7  5.2086 34.2936   232.4   18.89   26.56    0.01    1.84  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
     121       1      23  SIH033  6078.9   605.8  4.3868 34.2699   231.8  4.3411 34.2721   230.3   24.60   28.68    0.01    1.97  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
     121       1      22  SIH031  7123.0   710.9  3.9803 34.3053   217.0  3.9284 34.3072   217.9   32.54   30.29    0.01    2.09  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 3222222229955999999 2222222229955999999
     121       1      21  SIH030  8382.9   837.6  3.5363 34.3330   208.5  3.4772 34.3343   208.5   40.00   31.55    0.01    2.18  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
     121       1      20  SIH028  8391.9   838.5  3.5362 34.3328   208.6  3.4771 34.3348   208.2   40.14   31.54    0.01    2.18  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
     121       1      19  SIH027 10440.6  1044.6  2.9559 34.4072   189.4  2.8851 34.4106   191.2   53.96   33.20    0.00    2.30  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
     121       1      18  SIH003 11119.2  1112.8  2.8960 34.4378   183.8  2.8205 34.4400   186.0   57.44   33.43    0.00    2.31  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
     121       1      17  SIH024 11863.4  1187.7  2.8208 34.4828   176.4  2.7401 34.4856   178.9   62.67   33.67    0.00    2.33  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
     121       1      16  SIH022 12555.3  1257.3  2.7042 34.5080   175.4  2.6192 34.5089   178.3   65.04   33.56    0.00    2.32  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
     121       1      15  SIH021 15054.4  1508.6  2.5583 34.6023   170.7  2.4548 34.6022   175.6   71.69   32.85    0.00    2.27  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
     121       1      14  SIH002 17128.1  1717.2  2.4588 34.6660   173.4  2.3393 34.6696   177.7   75.96   32.01    0.00    2.20  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
     121       1      13  SIH018 19173.8  1923.0  2.3484 34.7121   182.4  2.2130 34.7158   186.2   76.10   30.77    0.00    2.11  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
     121       1      12  SIH016 21203.8  2127.2  2.1978 34.7394   188.8  2.0470 34.7392   192.2   79.73   30.07    0.00    2.06  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
     121       1      11  SIH015 23157.3  2323.7  2.0419 34.7488   190.9  1.8763 34.7500   195.2   84.01   29.87    0.00    2.05  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
     121       1      10  SIH013 25223.8  2531.5  1.8715 34.7495   192.7  1.6903 34.7504   197.8   89.86   30.00    0.00    2.06  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
     121       1       9  SIH012 27093.5  2719.6  1.6588 34.7434   195.0  1.4646 34.7537   197.9   89.68   29.89    0.00    2.06  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2223222229955999999 2223222229955999999
     121       1       8  SIH010 29238.3  2935.3  1.4327 34.7350   196.4  1.2231 34.7378   201.6  104.12   30.71    0.00    2.12  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
     121       1       7  SIH009 31223.8  3135.1  1.2442 34.7267   199.1  1.0200 34.7294   203.5  110.77   31.09    0.00    2.15  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
     121       1       6  SIH038 33265.5  3340.4  1.1424 34.7204   200.6  0.9008 34.7233   205.1  114.39   31.18    0.00    2.15  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
     121       1       5  SIH006 35425.3  3557.7  1.1086 34.7183   201.9  0.8463 34.7205   205.1  114.22   31.21    0.00    2.16  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
     121       1       4  SIH004 37400.5  3756.4  1.0693 34.7149   203.9  0.7878 34.7152   206.4  117.53   31.49    0.00    2.17  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
     121       1       3  SIH025 39449.0  3962.4  1.0615 34.7151   201.9  0.7587 34.7150   206.7  118.46   31.58    0.00    2.17  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
     121       1       2  SIH001 40138.8  4031.8  1.0642 34.7145   204.2  0.7539 34.7138   207.1  118.13   31.47    0.00    2.17  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
     121       1       1  SIH036 40730.6  4091.4  1.0666 34.7146   204.1  0.7499 34.7140   207.3  118.69   31.48    0.00    2.17  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
     122       1      36  SI9446   191.1    13.8  9.7465 34.4606   268.9  9.7449 34.4652   281.7    1.36   12.32    0.24    0.96   4.085   2.035   0.000  1.7560    46.2  2082.5  2285.5     3.9    -9.0   -1.44   40.17  0.0030   7.493   0.016   0.000 2222222222252262922 2222222222252262922
     122       1      35  SIH032   389.4    33.8  9.7973 34.4781   269.3  9.7934 34.4722   281.2    1.53   12.22    0.24    0.95   3.968   2.016  -9.000 -9.0000    40.1  2082.1  2290.0    12.4    1.46 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 3223222222255622699 2223222222255622699
     122       1      34  SIH029   629.6    57.9  9.8605 34.4974   276.0  9.8539 34.5013   280.5    1.38   11.85    0.23    0.93   3.980   2.000   0.000  1.7490    31.5  2081.7  2314.8     5.0    1.63   -1.72   30.14  0.0030   7.434   0.028   0.000 2222222222252226222 2222222222252226222
     122       1      33  SIH026   893.0    84.4  9.9129 34.5257   259.8  9.9033 34.5323   279.2    1.54   11.66    0.24    0.92   3.935   2.001  -9.000 -9.0000    52.5  2081.3  2294.8     8.0    1.45 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222226655222299 2222222226655222299
     122       1      32  SIH023  1142.8   109.5  9.9507 34.7519   259.7  9.9381 34.7553   265.5    3.92   12.20    0.16    0.95  -9.000  -9.000   0.595  1.7460    64.4  2098.9  2300.5     4.6    1.36   -1.41   50.17  0.0030   7.475   0.016   0.009 2222222229922222222 2222222229922222222
     122       1      31  SIH020  1638.1   159.3  9.7014 34.7530   262.2  9.6833 34.7579   265.3    4.24   12.83    0.01    0.98   3.758   1.898  -9.000 -9.0000    62.8  2100.6  2291.6     3.4    1.32 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222226655222299 2222222226655222299
     122       1      30  SIH017  2133.3   209.1  9.6567 34.7491   260.1  9.6330 34.7530   265.8    4.41   12.93    0.01    0.98   3.693   1.856  -0.023  1.7620    53.6  2100.1  2309.6     3.7    1.30   -1.56   60.13  0.0030   7.491   0.028   0.005 2222222222242222222 2222222222242222222
     122       1      29  SIH014  2613.5   257.4  9.4760 34.7161   262.2  9.4471 34.7211   263.4    4.89   13.60    0.01    1.02   3.644   1.862  -9.000 -9.0000    43.8  2105.1  2284.4     3.7    1.03 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255222299 2222222222255222299
     122       1      28  SIH011  3140.1   310.3  9.2955 34.6820   259.9  9.2610 34.6993   262.3    4.90   13.93    0.01    1.05   3.641   1.845   0.348  1.7590    38.7  2104.0  2288.9     4.8    1.18   -1.39   60.17  0.0030   7.506   0.017   0.010 2223222222222222222 2223222222222222222
     122       1      27  SIH008  3620.6   358.7  9.2539 34.6847   266.4  9.2140 34.6903   264.7    4.91   14.11    0.01    1.06   3.649   1.847  -9.000 -9.0000    52.9  2102.9  2306.9     3.0    1.39 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255222299 2222222222255222299
     122       1      26  SIH005  4136.7   410.6  8.9405 34.6324   262.0  8.8957 34.6370   262.3    5.39   15.21    0.01    1.11   3.615   1.810   0.562  1.7640    38.9  2108.7  2281.3     4.1    1.34   -0.98   40.12  0.0030   7.543   0.061   0.060 2222222222222222222 2222222222222222222
     122       1      25  SIH019  4638.8   461.0  8.5847 34.5780   259.8  8.5355 34.5834   258.6    6.19   16.55    0.01    1.20   3.477   1.744  -9.000 -9.0000    35.3  2111.9  2288.9     3.0    1.35 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255222299 2222222222255222299
     122       1      24  SIH037  5094.7   506.9  8.0525 34.5025   249.8  8.0004 34.5068   245.3    8.56   18.97    0.01    1.35   3.123   1.532   0.570  1.7790    17.7  2123.9  2295.7     3.1    1.28   -0.33    0.14  0.0030   7.633   0.028   0.012 2222222222222222222 2222222222222222222
     122       1      23  SIH033  6069.6   604.9  7.3636 34.4650   229.0  7.3041 34.4675   224.7   12.36   22.36    0.01    1.54   2.383   1.172  -9.000 -9.0000     1.2  2141.3  2281.0     3.1    1.27 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255222299 2222222222255222299
     122       1      22  SIH031  7085.6   707.1  6.3082 34.4057   216.3  6.2438 -9.0000   212.7   18.21   25.79    0.00    1.77   1.860   0.906  -9.000 -9.0000   -27.5  2158.4  2301.1     4.3    1.09 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2229222222255222299 2229222222255222299
     122       1      20  SIH028  8141.7   813.3  5.2900 34.3457   215.7  5.2218 34.3509   216.8   22.97   27.84    0.00    1.91   1.874   0.891  -9.000 -9.0000   -86.7  2169.9  2288.9     2.8   -0.49 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255262499 2222222222255262499
     122       1      21  SIH030  8143.9   813.6  5.2899 34.3456   216.1  5.2217 34.3501   216.7   22.96   27.79    0.00    1.91   1.886   0.924   0.155  1.8190   -41.6    -9.0  2287.2     2.8    1.03    1.75    0.13  0.0030   7.883   0.029   0.006 2222222222222292222 2222222222222292222
     122       1      19  SIH027 10149.4  1015.3  3.9150 34.3329   207.7  3.8390 34.3368   209.2   35.92   31.03    0.00    2.12   1.289   0.617   0.275  1.8050   -76.2  2194.3  2301.7     3.3    0.78    3.14    0.16  0.0030   7.861   0.017   0.008 2222222222242222222 2222222222242222222
     122       1      18  SIH003 11164.3  1117.4  3.4655 34.3572   199.1  3.3849 34.3603   201.7   43.35   32.08    0.00    2.21   1.052   0.497  -9.000 -9.0000  -999.0  2206.7  2307.6    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222222255962999 2222222222255962999
     122       1      17  SIH024 12219.0  1223.4  3.1693 34.4064   189.2  3.0827 34.4104   191.1   51.74   33.12    0.00    2.27   0.744   0.355   0.037  1.8570  -106.4  2220.3  2319.5     2.6    0.71    5.30    0.16  0.0040   8.062   0.018   0.008 2222222222222226222 2222222222222226222
     122       1      16  SIH022 13265.6  1328.7  3.0063 34.4497   181.6  2.9127 34.4532   183.5   57.58   33.50    0.00    2.30  -9.000  -9.000  -9.000 -9.0000  -121.1  2228.7  2320.2     3.6    0.29 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955222299 2222222229955222299
     122       1      15  SIH021 15185.6  1521.8  2.7315 34.5261   172.8  2.6251 34.5300   176.7   65.96   33.60    0.00    2.30   0.346   0.161   0.022  1.8390  -143.1  2240.1    -9.0     4.5    0.53    7.62    0.16  0.0030   7.977   0.018   0.005 2222222222222229222 2222222222222229222
     122       1      14  SIH002 17207.4  1725.2  2.5708 34.6190   170.0  2.4493 34.6229   176.2   71.66   32.69    0.00    2.24   0.162   0.076   0.002  1.8500  -148.6  2244.8  2320.0     2.6    0.39    8.86    0.16  0.0030   7.954   0.018   0.007 2222222222242223222 2222222222242223222
     122       1      13  SIH018 19089.9  1914.5  2.4768 34.6731   176.6  2.3404 34.6761   180.7   73.87   31.74    0.00    2.16   0.104   0.052   0.000  1.8430  -120.1  2243.2  2360.7     5.7    0.44    8.87    0.12  0.0040   8.090   0.066   0.000 2222222222252222222 2222222222252222222
     122       1      12  SIH016 21074.5  2114.2  2.3405 34.7167   181.6  2.1886 34.7195   186.9   76.26   30.74    0.00    2.10   0.080   0.039   0.222  1.8720  -144.7  2241.1  2341.8     2.8    0.26    8.79    0.16  0.0030   8.064   0.018   0.006 3222222222242222222 2222222222242222222
     122       1      11  SIH015 23183.6  2326.3  2.2142 34.7378   186.6  2.0454 34.7423   191.6   79.90   30.21    0.00    2.06   0.052   0.032   0.005  1.8570  -150.2  2241.2    -9.0     2.7    0.51    9.12    0.13  0.0030   8.059   0.030   0.005 2222222222242229222 2222222222242229222
     122       1      10  SIH013 25348.9  2544.1  1.9787 34.7506   192.0  1.7944 34.7543   197.1   86.22   29.93    0.00    2.05  -9.000  -9.000  -9.000 -9.0000  -171.3  2244.4  2362.6     8.3    0.51 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 3222222229955222299 2222222229955222299
     122       1       9  SIH012 27326.3  2743.0  1.8073 34.7474   193.5  1.6079 34.7520   198.3   91.92   30.16    0.00    2.06   0.027   0.021   0.000  1.8610  -167.0  2245.8  2352.2     3.2    0.43   10.05   70.14  0.0040   8.029   0.028   0.000 2222222222252222222 2222222222252222222
     122       1       8  SIH010 29386.6  2950.3  1.5817 34.7413   196.5  1.3675 34.7429   200.8   98.89   30.54    0.00    2.08   0.035   0.021   0.175  1.8880  -164.5  2250.2  2376.7     3.6    0.29   10.07   20.13  0.0040   8.154   0.028   0.006 2222222222242222222 2222222222242222222
     122       1       7  SIH009 31371.0  3149.9  1.4450 34.7348   196.6  1.2147 34.7396   201.8  104.11   30.84    0.00    2.11   0.033   0.022   0.225  1.8710  -169.6  2251.4    -9.0     3.8    0.08   10.60   90.14  0.0030   8.121   0.028   0.007 2222222222242229222 2222222222242229222
     122       1       6  SIH038 33284.3  3342.3  1.2922 34.7275   199.6  1.0467 34.7313   203.7  109.34   31.07    0.00    2.13   0.035   0.021   0.181  1.9260  -165.0  2253.9  2358.7     2.9    0.43   10.85   40.13  0.0040   8.289   0.028   0.005 2222222222243222223 2222222222243222223
     122       1       5  SIH006 35369.7  3552.1  1.1556 34.7199   201.2  0.8926 34.7245   205.2  113.47   31.35    0.00    2.14   0.043   0.025   0.024  1.9030  -177.2  2255.4  2371.5     3.2   -0.02   11.01   90.13  0.0040   8.188   0.028   0.005 2222222222242222222 2222222222242222222
     122       1       4  SIH004 37447.1  3761.1  1.0867 34.7167   200.4  0.8043 34.7201   206.6  116.16   31.55    0.00    2.15   0.047   0.025   0.111  1.9310  -163.4  2256.3  2360.1     2.8    0.10   10.87   40.13  0.0040   8.316   0.029   0.005 2222222222243222223 2222222222243222223
     122       1       3  SIH025 39912.0  4009.0  0.9649 34.7101   204.6  0.6599 34.7129   208.3  119.82   31.69    0.00    2.17  -9.000  -9.000  -9.000 -9.0000  -260.9  2258.4  2365.3     3.5   -3.08 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955422499 2222222229955422499
     122       1       2  SIH001 40919.2  4110.3  0.9363 34.7083   204.2  0.6214 34.7109   209.3  120.78   31.74    0.00    2.17   0.073   0.038   0.036  1.9030  -184.8  2259.0  2368.9     3.9   -0.18   11.17   80.13  0.0040   8.211   0.028   0.005 2222222222242222222 2222222222242222222
     122       1       1  SIH036 41448.9  4163.6  0.9369 34.7088   206.5  0.6163 34.7127   209.3  120.79   31.73    0.00    2.17   0.073   0.052   0.205  1.8780  -174.2  2259.5  2383.9     4.1    0.19   10.90   30.14  0.0040   8.094   0.028   0.008 2222222222242262222 2222222222242262222
     123       1      36  SI9446   172.2    12.0 10.6870 34.7831   268.1 10.6856 34.7880   276.4    1.88    9.01    0.20    0.74  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
     123       1      35  SIH032   360.3    30.9 10.6907 34.7837   266.6 10.6870 34.7870   276.7    1.72    8.97    0.19    0.74  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 2222222229955999999 2222222229955999999
     123       1      34  SIH029   618.8    56.9 10.6817 34.7846   265.6 10.6749 -9.0000    -9.0   -9.00   -9.00   -9.00   -9.00  -9.000  -9.000  -9.000 -9.0000  -999.0    -9.0    -9.0    -9.0    -9.0 -999.00 -999.00 -9.0000  -9.000  -9.000  -9.000 3229999999955999999 3229999999955999999
